# 15310 - LN 	CL
# 490 	CL
# W7079 	CL
cl3689 	CL
NFS 58 	CL
NFS58 	CL
CHEMBL614199 	CL
CLO _ 0007812 	CL
CRL - 1838 	CL
M - NFS - 60 	CL
NFS60 	CL
NFS61 	CL
CLO _ 0008161 	CL
CRL - 1694 	CL
NFS - 70 C10 	CL
cl3690 	CL
NFS78 	CL
RCB0282 	CL
BTO : 0003521 	CL
RCB0359 	CL
JCRB0739 	CL
RCB0371 	CL
JCRB0740 	CL
JCRB0741 	CL
108CC15 	CL
BTO : 0000942 	CL
CHEMBL613828 	CL
CLO _ 0008162 	CL
HB - 12317 	CL
NG 108 - 15 	CL
NG - 108 - 15 	CL
NG10815 	CL
cl3691 	CL
CLO _ 0008163 	CL
cl3692 	CL
RCB2040 	CL
RCB2037 	CL
CLO _ 0008168 	CL
cl3697 	CL
JCRB0833 	CL
NH12 	CL
RCB2108 	CL
TKG 0448 	CL
CHEMBL1075551 	CL
JCRB0832 	CL
NH6 _ AUTONOMIC _ GANGLIA 	CL
RCB2109 	CL
TKG 0468 	CL
CLO _ 0008169 	CL
cl3698 	CL
BTO : 0004821 	CL
NHEM 2493 	CL
BTO : 0004820 	CL
NHEM 693 	CL
NHI - 6F - INS 	CL
NHI - Ins 	CL
NHI - ins 	CL
NHI 6F Tu28 	CL
NHI - 6F - Tu28 	CL
NHI - Glu 	CL
NHI - glu 	CL
Nishi - Hirosaki osteosarcoma 	CL
RCB1741 	CL
RCB0162 	CL
TER160 	CL
TER73 	CL
TER146 	CL
TER265 	CL
TER348 	CL
3T3 	CL
3T3 - Swiss 	CL
3T3NIH 	CL
BTO : 0000944 	CL
BTO : 0005065 	CL
CHEMBL614822 	CL
CLO _ 0008172 	CL
CLO _ 0009227 	CL
CRL - 1658 	CL
EFO _ 0001222 	CL
NIH - 3T3 	CL
NIH / 3T3 	CL
NIH3T3 	CL
RCB2767 	CL
Swiss 3T3 	CL
Swiss - 3T3 	CL
Swiss / 3T3 	CL
TKG 0299 	CL
cl3702 	CL
cl3704 	CL
cl3705 	CL
cl3706 	CL
cl3707 	CL
cl3708 	CL
cl3709 	CL
cl3710 	CL
cl3711 	CL
cl4451 	CL
cl7203 	CL
3T3 IL - 7 	CL
NIH - 3T3 - ras 	CL
NIH3T3 - ras 	CL
3T3 NIH TK - 	CL
CLO _ 0001349 	CL
TK - NIH / 3T3 	CL
cl68 	CL
CLO _ 0008173 	CL
cl3700 	CL
JCRB0615 	CL
NIH / 3T3 clone 5611 	CL
A14 	CL
BTO : 0004245 	CL
NIH 3T3 - A14 	CL
NIH3T3 - A14 	CL
BTO : 0002396 	CL
G185 	CL
NIH 3T3 G185 	CL
NIH 3T3 - G185 	CL
NIH MDR1 - G185 	CL
NIH3T3 - G185 	CL
CLO _ 0008174 	CL
NIH 3T3 D4 	CL
NIH 3T3 clone D4 	CL
NIH3T3 - D4 	CL
cl3701 	CL
RCB0150 	CL
RCB1862 	CL
RCB0057 	CL
RCB0056 	CL
Nil1C1 	CL
RCB0245 	CL
NIL - 2 	CL
NIL2 	CL
Nil - 2 	CL
Nil2C1 	CL
RCB0244 	CL
Nil2C2 	CL
RCB0243 	CL
Nil2C3 	CL
CLO _ 0008175 	CL
CRL - 2055 	CL
CLO _ 0008176 	CL
CRL - 2364 	CL
NK line 62 	CL
NK62 	CL
NK line 70 	CL
NK70 	CL
NK line m - 1 	CL
BTO : 0003287 	CL
CLO _ 0008177 	CL
CRL - 2407 	CL
NK92 	CL
CLO _ 0008178 	CL
CRL - 2408 	CL
NK - 92 MI 	CL
NK92MI 	CL
NK 3 . 3 	CL
TKG 0133 	CL
BTO : 0003481 	CL
NKB1 	CL
TKG 0699 	CL
CLO _ 0008179 	CL
CRL - 2503 	CL
CLO _ 0008180 	CL
CRL - 2504 	CL
NL20T - A 	CL
JCRB0155 	CL
JCRB0155 . 1 	CL
JCRB0155 . 2 	CL
CRL - 2918 	CL
CRL - 2919 	CL
BTO : 0003534 	CL
NMB7 	CL
NMCG1 _ CENTRAL _ NERVOUS _ SYSTEM 	CL
RCB2346 	CL
RCB2039 	CL
RCB2347 	CL
NMSG10 	CL
CLO _ 0008183 	CL
CRL - 1743 	CL
cl3718 	CL
CLO _ 0008184 	CL
CRL - 6447 	CL
CLO _ 0008185 	CL
CRL - 1638 	CL
BTO : 0004183 	CL
CLO _ 0008186 	CL
CRL - 1636 	CL
cl3719 	CL
RCB2813 	CL
CLO _ 0008187 	CL
HB - 8474 	CL
CLO _ 0008188 	CL
HB - 8473 	CL
CLO _ 0008189 	CL
HB - 8476 	CL
CLO _ 0008190 	CL
CRL - 1327 	CL
no - 10 	CL
no - 11 	CL
NOMO1 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
JCRB1069 	CL
IHW9192 	CL
NON , L 	CL
NOP1 	CL
NOP2 	CL
CCL - 197 	CL
CLO _ 0008191 	CL
NOR 10 	CL
NOR10 	CL
Nor10 	CL
cl3720 	CL
cl5238 	CL
BTO : 0003533 	CL
RCB2139 	CL
TKG 0630 	CL
NOS1 	CL
RCB1032 	CL
RCB2348 	CL
BTO : 0004923 	CL
NOS2 	CL
RCB1033 	CL
BTO : 0004924 	CL
NOS4 	CL
NOTT - 1 	CL
Nott 1 	CL
Nott1 	CL
NOTT - 2 	CL
Nott 2 	CL
Nott2 	CL
JCRB1033 	CL
Nonparenchymal 11 	CL
Nonparenchymal 26 	CL
Nonparenchymal 31 	CL
Nonparenchymal 32 	CL
IHW9155 	CL
BTO : 0004771 	CL
NPA 87 	CL
NPA ' 87 	CL
NPA - 87 	CL
NPA87 	CL
UCLA NPA - 87 - 1 	CL
UCLA NPA871 	CL
BTO : 0004895 	CL
NPC - 039 	CL
NPC - TW 01 	CL
NPC - TW039 	CL
NPC - tW01 	CL
TW01 	CL
BTO : 0003961 	CL
NPC - 076 	CL
NPC - TW 02 	CL
NPC - TW076 	CL
TW02 	CL
NPC - TW 03 	CL
TW03 	CL
BTO : 0003962 	CL
NPC - TW 04 	CL
TW04 	CL
NPC - TW 05 	CL
TW05 	CL
NPC - TW 06 	CL
TW06 	CL
NPC - TW 07 	CL
TW07 	CL
NPC - TW 08 	CL
TW08 	CL
NPC - TW 09 	CL
TW09 	CL
BTO : 0004899 	CL
HK - 1 	CL
HK1 	CL
BTO : 0002906 	CL
HB - 9721 	CL
NPN 43C9 ( SCRF 43 . 3 ) 	CL
BTO : 0003160 	CL
BTO : 0005301 	CL
PrEC 	CL
Newborn pig trachea 	CL
NR1 	CL
NR2 	CL
NR3 	CL
NR4 	CL
NR5 	CL
BTO : 0001867 	CL
NR6 	CL
NR6R 	CL
NR6R - 3T3 	CL
NR7 	CL
NR8 	CL
AgC11x3A 	CL
BTO : 0002907 	CL
CLO _ 0008193 	CL
CRL - 2192 	CL
NR 8383 	CL
NR - 8383 	CL
NR8383 . 1 	CL
CLO _ 0008194 	CL
CRL - 1839 	CL
JCRB1138 	CL
RCB1921 	CL
CHEMBL613518 	CL
CLO _ 0008195 	CL
CRL - 6509 	CL
Normal rat kidney 	CL
RCB0043 	CL
cl3724 	CL
cl3725 	CL
BTO : 0002409 	CL
CHEMBL614203 	CL
CLO _ 0008196 	CL
CLO _ 0008197 	CL
CRL - 1570 	CL
JCRB9067 	CL
NRK 49F 	CL
NRK49F 	CL
RCB0112 	CL
cl3726 	CL
cl3727 	CL
cl3728 	CL
cl3729 	CL
cl3730 	CL
cl3731 	CL
BTO : 0002408 	CL
CLO _ 0008198 	CL
CRL - 1571 	CL
NRK 52E 	CL
NRK52E 	CL
cl3732 	CL
cl3733 	CL
BTO : 0001349 	CL
NRP152 	CL
BTO : 0001352 	CL
NRP154 	CL
RCB1188 	CL
TKG 0339 	CL
BTO : 0004968 	CL
CHEMBL615003 	CL
CLO _ 0008203 	CL
CLO _ 0008206 	CL
NS / 0 	CL
NS / O 	CL
NSO 	CL
RCB0213 	CL
TKG 0594 	CL
cl3737 	CL
cl3738 	CL
cl3739 	CL
NS0 - Serum - Free 	CL
NSO - SFM 	CL
TKG 0596 	CL
BTO : 0002639 	CL
CLO _ 0008205 	CL
NS - 20Y 	CL
NS20 - Y 	CL
cl3736 	CL
BTO : 0004488 	CL
NSC34 	CL
CHEMBL614016 	CL
NSCLCN6 	CL
Newborn swine kidney 	CL
NT - 1 	CL
SCNT - hES - 1 	CL
BTO : 0000946 	CL
CHEMBL614206 	CL
CLO _ 0008207 	CL
CRL - 1973 	CL
NT2 / D1 	CL
NT2D1 	CL
NTERA - 2 cl . D1 	CL
NTERA - 2 clone D1 	CL
NTERA - 2 / D1 	CL
NTERA - S - cl - D1 	CL
NTERA2 - D1 	CL
NTERA2 - cloneD1 	CL
NTERA2 / D1 	CL
NTERA2D1 	CL
NTera 2 / cl . D1 	CL
NTera - 2D1 	CL
NTera2 cl . D1 	CL
NTera2 / D1 	CL
NTera2D1 	CL
Nt2D1 	CL
Ntera2 / D1 	CL
cl3740 	CL
cl5088 	CL
BTO : 0002574 	CL
NT2N 	CL
NTERA - 2N 	CL
hNT 	CL
BTO : 0005075 	CL
NT - 2 rho ( 0 ) 	CL
NT - 2 rho0 	CL
NT2 rho0 	CL
BTO : 0000891 	CL
CHEMBL614205 	CL
CLO _ 0008208 	CL
EFO _ 0002959 	CL
N - Tera - 2 	CL
NT - 2 	CL
NT2 	CL
NTERA2 	CL
NTera 2 	CL
NTera - 2 	CL
NTera2 	CL
Ntera - 2 	CL
NTES2 	CL
BTO : 0004859 	CL
CLO _ 0008209 	CL
Nthy ori 3 . 1 	CL
Nthy - ori 3 . 1 	CL
cl3741 	CL
CLO _ 0008210 	CL
cl3742 	CL
JCRB0220 	CL
JCRB0222 	CL
NUDHL1 	CL
NUDHL1 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
CRL - 2969 	CL
NUDUL1 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
NU6 - 1 	CL
Nu 6 - 1 	CL
Nu - 6 - 1 	CL
NU61 	CL
nu61 	CL
CLO _ 0008211 	CL
cl3743 	CL
CLO _ 0008212 	CL
cl3744 	CL
BTO : 0002596 	CL
JCRB0821 	CL
NU - GC - 2 	CL
NUGC2 	CL
NUGC2 _ STOMACH 	CL
BTO : 0002597 	CL
CHEMBL614208 	CL
JCRB0822 	CL
NU - GC - 3 	CL
NUGC3 	CL
NUGC3 _ STOMACH 	CL
NUGC - 3 / 5 - FU 	CL
NUGC - 3 / 5FU 	CL
NUGC - 3 / 5FU / L 	CL
CHEMBL613519 	CL
JCRB0834 	CL
NU - GC - 4 	CL
NUGC4 	CL
NUGC4 _ STOMACH 	CL
RCB1939 	CL
TKG 0449 	CL
HB - 9762 	CL
NUH2 	CL
CRL - 4011 	CL
Normal lung , University of Iowa - 1 	CL
CRL - 4012 	CL
Normal lung , University of Iowa - 3 	CL
CLO _ 0008213 	CL
CRL - 1566 	CL
cl3745 	CL
cl7206 	CL
NW145 clone E7 	CL
BTO : 0003055 	CL
NW16 	CL
NW 145 	CL
NW - 145 	CL
NWT21 	CL
CHEMBL1075552 	CL
JCRB0614 	CL
NZM01 	CL
NZM02 	CL
NZM03 	CL
NZM04 	CL
NZM05 	CL
NZM06 	CL
NZM07 	CL
NZM08 	CL
NZM09 	CL
CLO _ 0008216 	CL
CRL - 1921 	CL
CLO _ 0008217 	CL
CRL - 1925 	CL
CLO _ 0008218 	CL
CRL - 1922 	CL
CRL - 1926 	CL
CLO _ 0008220 	CL
CRL - 1924 	CL
CLO _ 0008224 	CL
CRL - 6538 	CL
cl3754 	CL
CLO _ 0008225 	CL
CRL - 6546 	CL
CLO _ 0008226 	CL
CRL - 6547 	CL
CLO _ 0008227 	CL
CRL - 6549 	CL
OAC - M4 . 1 C 	CL
OAC - M5 . 1 	CL
OAC - M5 . 1 C 	CL
OACM5 . 1 	CL
OACM5 _ 1 	CL
OAC - P4C 	CL
OACP4C 	CL
CHEMBL1075553 	CL
CLO _ 0008228 	CL
OAW 28 	CL
OAW - 28 	CL
OAW28 _ OVARY 	CL
cl3756 	CL
CHEMBL1075554 	CL
CLO _ 0008229 	CL
OAW 42 	CL
OAW - 42 	CL
OAW42 _ OVARY 	CL
cl3757 	CL
OB1771 	CL
CLO _ 0008231 	CL
OC - 314 	CL
OC314 	CL
OC314 _ OVARY 	CL
cl4919 	CL
CLO _ 0008232 	CL
OC - 315 	CL
OC315 	CL
cl4920 	CL
CLO _ 0008233 	CL
OC - 316 	CL
OC316 	CL
OC316 _ OVARY 	CL
cl4943 	CL
OCk3 	CL
BTO : 0004006 	CL
OC - 3 	CL
OCI - AML - 1 	CL
OCI / AML - 1 	CL
OCI / AML1 	CL
OCI / AML - 1a 	CL
OCI / AML1a 	CL
AML - 2 	CL
BTO : 0004619 	CL
CHEMBL614269 	CL
CLO _ 0008235 	CL
OCI AML2 	CL
OCI - AML - 2 	CL
OCI / AML - 2 	CL
OCIAML2 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
cl3760 	CL
cl7059 	CL
BTO : 0004620 	CL
OCI AML3 	CL
OCI - AML - 3 	CL
OCI / AML - 3 	CL
OCIAML3 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
OCI AML4 	CL
OCI - AML - 4 	CL
OCI / AML - 4 	CL
BTO : 0004621 	CL
CLO _ 0008236 	CL
OCI AML5 	CL
OCI - AML - 5 	CL
OCI / AML - 5 	CL
OCIAML5 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
cl5342 	CL
OCI AML6 	CL
OCI - AML - 6 	CL
OCI / AML - 6 	CL
OCI AML6 . 2 	CL
OCI - AML - 6 . 2 	CL
OCI / AML - 6 . 2 	CL
LY1 	CL
Ly1 	CL
OCI - LY - 1 	CL
OCI - LY1 	CL
LY10 	CL
Ly10 	CL
OCI - LY - 10 	CL
OCI - LY10 	CL
OCILY - 10 	CL
OCILY10 	CL
OCI - LY11 	CL
Ly12 	CL
OCI - LY - 12 	CL
OCI - LY12 	CL
OCI - LY13 . 1 	CL
Ly13 . 2 	CL
OCI - LY - 13 . 2 	CL
OCI - LY13 . 2 	CL
OCI - LY14 	CL
OCI - LY15 	CL
OCI - LY16 	CL
Ly17 	CL
OCI - LY - 17 	CL
OCI - LY17 	CL
Ly18 	CL
OCI - LY - 18 	CL
OCI - LY18 	CL
Ly19 	CL
OCI - LY - 19 	CL
OCI - LY19 	CL
OCILY - 19 	CL
OCILY19 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
LY2 	CL
Ly2 	CL
OCI - LY - 2 	CL
OCI - LY2 	CL
Ly3 	CL
OCI - LY - 3 	CL
OCI - LY3 	CL
OCILY - 3 	CL
OCILY3 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
Ly4 	CL
OCI - LY - 4 	CL
OCI - LY4 	CL
OCI - LY5 	CL
Ly6 	CL
OCI - LY - 6 	CL
OCI - LY6 	CL
Ly7 	CL
OCI - LY - 7 	CL
OCI - LY7 	CL
LY8 	CL
Ly8 	CL
OCI - LY - 8 	CL
OCI - LY8 	CL
BTO : 0004622 	CL
OCI M1 	CL
OCIM1 	CL
OCIM1 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
BTO : 0004623 	CL
OCI M2 	CL
OCIM2 	CL
OCI - MY1 	CL
OCI - My 1 	CL
OCIMy1 	CL
OCI - MY2 	CL
OCI - My 2 	CL
OCIMy2 	CL
OCI - MY3 	CL
OCI - My 3 	CL
OCIMy3 	CL
OCI - MY4 	CL
OCI - My 4 	CL
OCIMy4 	CL
OCI - MY5 	CL
OCI - My 5 	CL
OCIMy5 	CL
OCI - MY6 	CL
OCI - My 6 	CL
OCIMy6 	CL
OCI - MY7 	CL
OCI - My 7 	CL
OCIMy7 	CL
BTO : 0004802 	CL
BTO : 0004840 	CL
BTO : 0002736 	CL
OCM1 	CL
Ocm1 	CL
Ocular choroidal melanoma - 1 	CL
OCM1A 	CL
OCM1a 	CL
OCM2 	CL
Ocular choroidal melanoma - 2 	CL
OCM3 	CL
Ocm3 	CL
ocm - 3 	CL
OCM8 	CL
Ocm8 	CL
ocm - 8 	CL
AES0152 	CL
OCUB - 1F 	CL
RCB0882 	CL
OCUB - 1M 	CL
RCB0881 	CL
JCRB0191 	CL
JCRB0192 	CL
OCUM1 	CL
OCUM1 _ STOMACH 	CL
OCUM - 2 MD3 	CL
OCUM2 - MD3 	CL
OCUM - 2M LN 	CL
BTO : 0004846 	CL
OCUT1 	CL
Ocut - 1 	CL
BTO : 0005143 	CL
OCUT2 	CL
CLO _ 0008237 	CL
HB - 10204 	CL
OD3 	CL
Odense3 	CL
Odense4 	CL
Okayama endometrium 	CL
BTO : 0003067 	CL
CHEMBL1075555 	CL
CLO _ 0008238 	CL
EFO _ 0002308 	CL
JROECL 19 	CL
JROECL19 	CL
OE - 19 	CL
OE19 _ OESOPHAGUS 	CL
OEC19 	CL
cl3761 	CL
BTO : 0004489 	CL
CLO _ 0008239 	CL
EFO _ 0002309 	CL
JROECL21 	CL
OE - 21 	CL
OE21 _ OESOPHAGUS 	CL
cl5089 	CL
BTO : 0003541 	CL
CHEMBL1075556 	CL
CLO _ 0008240 	CL
EFO _ 0002310 	CL
JROECL 33 	CL
JROECL33 	CL
OE - 33 	CL
OE33 _ OESOPHAGUS 	CL
OEC33 	CL
cl3762 	CL
CLO _ 0008241 	CL
JROECL47 	CL
OE - 47 	CL
cl3763 	CL
CLO _ 0008242 	CL
JROECL50 	CL
OE - 50 	CL
cl3764 	CL
BTO : 0003964 	CL
OEC - M1 	CL
OECM1 	CL
RCB2351 	CL
CLO _ 0008243 	CL
CRL - 6193 	CL
cl3765 	CL
CLO _ 0008244 	CL
CRL - 6194 	CL
CLO _ 0008245 	CL
CRL - 6195 	CL
OHH1 . LU 	CL
JCRB1316 . 2 	CL
OHP 101 . B11 . 1 	CL
JCRB1316 . 3 	CL
OHP 138 . H8 . 1 	CL
1E9 	CL
JCRB1316 . 4 	CL
OHP 1E9 . 3 . 1 	CL
4B2 	CL
JCRB1316 . 5 	CL
OHP 4B2 . 2 . 3 	CL
JCRB1316 . 1 	CL
OHP 57 . G6 . 1 	CL
7D7 	CL
JCRB1316 . 6 	CL
OHP 7D7 . 2 . 3 	CL
OHS - 50 	CL
OHSX 	CL
OHS4 	CL
RCB0545 	CL
RCB1290 	CL
BTO : 0003069 	CL
CLO _ 0008246 	CL
CRL - 1840 	CL
OK - WT 	CL
Opossum kidney 	CL
cl3766 	CL
JCRB1343 	CL
OKAJIMA 	CL
OK / B 	CL
Opossum kidney clone B 	CL
OK - B2 	CL
OK - B3 	CL
OK - B4 	CL
OK - F4 	CL
BTO : 0005374 	CL
OK - F6 	CL
OKF - 6 	CL
OKF / 6 	CL
OK - G4 	CL
OK / H 	CL
Opossum kidney clone H 	CL
OK - HP1 	CL
CLO _ 0008247 	CL
CRL - 8026 	CL
OKM1 	CL
TKG 0432 	CL
BTO : 0004184 	CL
AES0050 	CL
OK / P 	CL
Opossum kidney clone P 	CL
CLO _ 0008248 	CL
cl3767 	CL
OK - P4 	CL
CLO _ 0008249 	CL
CRL - 8000 	CL
OKT1 	CL
TKG 0459 	CL
CLO _ 0008250 	CL
CRL - 8022 	CL
OKT10 	CL
CLO _ 0008251 	CL
CRL - 8027 	CL
OKT11 	CL
CLO _ 0008252 	CL
CRL - 8001 	CL
OKT3 	CL
cl5239 	CL
CLO _ 0008253 	CL
CRL - 8002 	CL
OKT4 	CL
cl5240 	CL
CLO _ 0008254 	CL
CLO _ 0008255 	CL
CRL - 8013 	CL
CRL - 8016 	CL
OKT5 	CL
CLO _ 0008256 	CL
CRL - 8020 	CL
OKT6 	CL
CLO _ 0008257 	CL
CRL - 8014 	CL
OKT8 	CL
cl5241 	CL
CLO _ 0008258 	CL
CRL - 8021 	CL
OKT9 	CL
OK - T4 	CL
OL32 	CL
RCB0184 	CL
IHW9071 	CL
IHW9100 	CL
OLL 	CL
Olga 	CL
TER175 	CL
TER215 	CL
TER346 	CL
TER363 	CL
RCB0187 	CL
RCB2942 	CL
RCB0188 	CL
BTO : 0002400 	CL
OLN 93 	CL
OLN93 	CL
CLO _ 0008261 	CL
HB - 134 	CL
PTA - 5938 	CL
OM - 10 . 1 	CL
PTA - 5939 	CL
PTA - 5940 	CL
HB - 8233 	CL
OM37 	CL
PTA - 5941 	CL
HB - 8270 	CL
OM5 	CL
OM 9 : 22 	CL
OM9 - 22 	CL
OM9 : 22 	CL
OMA BL - 1 	CL
OMA - BL1 	CL
RCB0753 	CL
RCB2830 	CL
RCB0755 	CL
RCB2832 	CL
CLO _ 0008264 	CL
cl3772 	CL
CLO _ 0008265 	CL
CLO _ 0008266 	CL
CRL - 1556 	CL
OMK ( 637 - 69 ) 	CL
OMK - 637 	CL
cl3773 	CL
Owl monkey kidney 210 	CL
CLO _ 0008267 	CL
CRL - 2312 	CL
OML , clone 13C 	CL
OMM1 	CL
Omm1 	CL
OMM2 	CL
OMM3 	CL
OMM 2 - 2 	CL
OMM2 _ 2 	CL
OMM 2 - 3 	CL
OMM1 . 3 	CL
OMM1 _ 3 	CL
OMM2 _ 3 	CL
Omm1 _ 3 	CL
Omm2 . 3 	CL
OMM1 . 5 	CL
OMM2 _ 5 	CL
Omm1 _ 5 	CL
Omm2 . 5 	CL
OMM 2 - 6 	CL
OMM2 _ 6 	CL
IHW9058 	CL
BTO : 0004847 	CL
ONCO - DG 1 	CL
ONCO - DG1 	CL
ONS76 	CL
ONS76 _ CENTRAL _ NERVOUS _ SYSTEM 	CL
ONSA 8 	CL
BTO : 0003295 	CL
CLO _ 0008268 	CL
CRL - 2749 	CL
OP - 9 	CL
RCB1124 	CL
RCB2121 	CL
RCB2924 	CL
RCB2122 	CL
RCB2925 	CL
RCB2123 	CL
RCB2926 	CL
RCB2124 	CL
RCB2927 	CL
CRL - 2995 	CL
OPCN 1 	CL
OPCN 2 	CL
OPCN 3 	CL
OPCT 1 	CL
OPCT 2 	CL
OPCT 3 	CL
OPM1 	CL
CLO _ 0008269 	CL
OPM2 	CL
OPM2 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
cl3774 	CL
CLO _ 0008270 	CL
CRL - 1366 	CL
cl3775 	CL
CLO _ 0008272 	CL
CRL - 1262 	CL
BTO : 0002403 	CL
RCB0735 	CL
BTO : 0004885 	CL
OSA - 344 	CL
JCRB0198 	CL
OSC19 	CL
JCRB0197 	CL
OSC20 	CL
OSC30 	CL
OSC40 	CL
OSC70 	CL
OSCC3 	CL
BTO : 0003967 	CL
OSRGA 	CL
CHEMBL614210 	CL
RCB0454 	CL
CLO _ 0008273 	CL
CRL - 6178 	CL
RCB0492 	CL
CLO _ 0008275 	CL
cl7107 	CL
JCRB0720 	CL
OTT 6050 	CL
JCRB1022 	CL
OUMS23 _ LARGE _ INTESTINE 	CL
JCRB1051 	CL
OUMS27 	CL
OUMS27 _ BONE 	CL
JCRB1006 . 0 	CL
JCRB1006 . 1 	CL
JCRB1006 . 1F 	CL
JCRB1006 . 2 	CL
JCRB1006 . 2F 	CL
JCRB1006 . 3 	CL
JCRB1006 . 3F 	CL
JCRB1006 . 4 	CL
JCRB1006 . 4F 	CL
JCRB1006 . 5 	CL
JCRB1006 . 5F 	CL
JCRB1006 . 6 	CL
JCRB1006 . 6F 	CL
JCRB1006 . 7 	CL
JCRB1006 . 7F 	CL
JCRB1006 . 8 	CL
JCRB1006 . 8F 	CL
OUR10 	CL
TKG 0694 	CL
OUR20 	CL
BTO : 0003968 	CL
JCRB1034 	CL
0V - 1063 	CL
CHEMBL614211 	CL
CRL - 2183 	CL
OV1063 	CL
OV1946 	CL
2008 	CL
BTO : 0003792 	CL
CHEMBL612818 	CL
OV 2008 	CL
OV2008 	CL
Ov2008 	CL
BTO : 0004852 	CL
CLO _ 0008276 	CL
CRL - 11732 	CL
EFO _ 0002311 	CL
OV90 	CL
OV90 _ OVARY 	CL
BTO : 0004485 	CL
BTO : 0004486 	CL
BTO : 0004487 	CL
OV 167 	CL
OV - 167 	CL
Ov167 	CL
OV 177 	CL
Ov177 	CL
ov177 	CL
BTO : 0003504 	CL
OV 202 	CL
OV - 202 	CL
Ov202 	CL
ov202 	CL
OV - 202 hp 	CL
OV 207 	CL
Ov207 	CL
ov207 	CL
OV 266 	CL
Ov266 	CL
ov266 	CL
OV 2944 	CL
HM - 1 	CL
RCB1483 	CL
LM - 1 	CL
LM - 3 	CL
JCRB1026 	CL
JCRB0186 	CL
OV - ras4 	CL
JCRB0187 	CL
OV - ras7 	CL
OV56 _ OVARY 	CL
OV7 _ OVARY 	CL
CLO _ 0008277 	CL
HB - 9147 	CL
BTO : 0002563 	CL
BTO : 0004186 	CL
OVCA 420 	CL
OVCA - 420 	CL
OVCAR 420 	CL
OVCAR - 420 	CL
OVCAR420 	CL
BTO : 0002564 	CL
BTO : 0004187 	CL
OVCA 429 	CL
OVCA - 429 	CL
OVCAR 429 	CL
OVCAR - 429 	CL
OVCAR429 	CL
BTO : 0002565 	CL
CLO _ 0008278 	CL
OV - CA 432 	CL
OVCA 432 	CL
OVCA - 432 	CL
OVCAR 432 	CL
OVCAR - 432 	CL
OVCAR432 	CL
cl3778 	CL
BTO : 0002566 	CL
BTO : 0004188 	CL
OVCA 433 	CL
OVCA - 433 	CL
OVCAR 433 	CL
OVCAR - 433 	CL
OVCAR433 	CL
NIH : OVCAR - 10 	CL
OVCAR10 	CL
BTO : 0002560 	CL
OVCAR 2 	CL
OVCAR2 	CL
BTO : 0000812 	CL
CHEMBL614213 	CL
CLO _ 0008171 	CL
CLO _ 0008279 	CL
EFO _ 0003061 	CL
HTB - 161 	CL
NIH - OVCAR - 3 	CL
NIH : OVCAR - 3 	CL
NIH : OVCAR3 	CL
NIHOVCAR3 _ OVARY 	CL
OVCAR . 3 	CL
OVCAR3 	CL
RCB2135 	CL
TKG 0602 	CL
cl3712 	CL
cl3713 	CL
cl3780 	CL
cl5237 	CL
BTO : 0002561 	CL
CHEMBL614051 	CL
NIH : OVCAR - 4 	CL
NIH : OVCAR4 	CL
OVCAR . 4 	CL
OVCAR4 	CL
OVCAR4 _ OVARY 	CL
BTO : 0001870 	CL
CHEMBL614214 	CL
CLO _ 0008280 	CL
NIH : OVCAR - 5 	CL
OVCA5 	CL
OVCAR . 5 	CL
OVCAR5 	CL
cl3781 	CL
BTO : 0003054 	CL
CHEMBL612555 	CL
OVCA8 	CL
OVCAR . 8 	CL
OVCAR8 	CL
OVCAR8 _ OVARY 	CL
BTO : 0004189 	CL
OVCAR8 / ADR 	CL
OVHS1 	CL
BTO : 0003498 	CL
JCRB1043 	CL
OVISE _ OVARY 	CL
OVK # 18 	CL
OVK - 18 	CL
OVK18 _ OVARY 	CL
RCB1903 	CL
TKG 0323 	CL
RCB2535 	CL
TKG 0357 	CL
BTO : 0003503 	CL
JCRB1044 	CL
OVKATE _ OVARY 	CL
BTO : 0003500 	CL
JCRB1045 	CL
OVMANA _ OVARY 	CL
JCRB1049 	CL
JCRB1050 	CL
CLO _ 0008281 	CL
cl3782 	CL
BTO : 0003502 	CL
JCRB1046 	CL
OVSAHO _ OVARY 	CL
BTO : 0003501 	CL
JCRB1047 	CL
BTO : 0003499 	CL
JCRB1048 	CL
OVTOKO _ OVARY 	CL
CHEMBL615008 	CL
OVXF1023 	CL
CHEMBL612271 	CL
OVXF1353 	CL
OVXF 899 	CL
OXCO - 1 	CL
OXCO - 3 	CL
OXF1 	CL
OXF2 	CL
OXF3 	CL
OXF4 	CL
JCRB1032 	CL
Oz 	CL
IHW9216 	CL
TER205 	CL
TER306 	CL
CLO _ 0008286 	CL
